stdAR,stdFA,MV1,MV2,stdMV1,stdMV2,stdC1,stdC2,stdO,ER,stdHB,Results
0,0,0,0,0,0,0,0,0,0,1.496990375,NO
0,0,0,0,0,0,0,0,0,0,1.516788276,NO
0,0,0,0,0,0,0,0,0,0,1.522999984,NO
0,0,0,0,0,0,0,0,0,0,1.523649137,NO
0,0,0,0,0,0,0,0,0,0,1.522037819,NO
0,0,0,0,0,0,0,0,0,0,1.51105428,NO
0,0,0,0,0,0,0,0,0,0,1.490463602,NO
0,0,0,0,0,0,0,0,0,0,1.4347074,NO
0,0,0,0,0,0,0,0,0,0,1.380841383,NO
0,0,0,0,0,0,0,0,0,0,1.314784981,NO
0,0,0,0,0,0,0,0,0,0,1.222159625,NO
0,0,0,0,0,0,0,0,0,0,1.105650715,NO
0,0,0,0,0,0,0,0,0,0,1.021623253,NO
0,0,0,0,0,0,0,0,0,0,0.919980986,NO
0,0,0,0,0,0,0,0,0,0,0.814267335,NO
0,0,0,0,0,0,0,0,0,0,0.710637513,NO
0,0,0,0,0,0,0,0,0,0,0.622495989,NO
0,0,0,0,0,0,0,0,0,0,0.521740834,NO
0,0,0,0,0,0,0,0,0,0,0.414473229,NO
0,0,0,0,0,0,0,0,0,0,0.331142652,NO
0,0,0,0,0,0,0,0,0,0,0.289045259,NO
0,0,0,0,0,0,0,0,0,0,0.246823529,NO
0,0,0,0,0,0,0,0,0,0,0.233980498,NO
0,0,0,0,0,0,0,0,0,0,0.24476908,NO
0,0,0,0,0,0,0,0,0,0,0.274912007,NO
0,0,0,0,0,0,0,0,0,0,0.304213668,NO
0,0,0,0,0,0,0,0,0,0,0.33010545,NO
0,0,0,0,0,0,0,0,0,0,0.418810406,NO
0,0,0,0,0,0,0,0,0,0,0.495644724,NO
0,0,0,0,0,0,0,0,0,0,0.595920469,NO
0,0,0,0,0,0,0,0,0,0,0.667412307,NO
0,0,0,0,0,0,0,0,0,0,0.727668189,NO
0,0,0,0,0,0,0,0,0,0,0.782610984,NO
0,0,0,0,0,0,0,0,0,0,0.835903827,NO
0,0,0,0,0,0,0,0,0,0,0.881812236,NO
0,0,0,0,0,0,0,0,0,0,0.925405794,NO
0,0,0,0,0,0,0,0,0,0,0.967973199,NO
0,0,0,0,0,0,0,0,0,0,1.008477735,NO
0,0,0,0,0,0,0,0,0,0,1.029005927,NO
0,0,0,0,0,0,0,0,0,0,1.0331179,NO
0,0,0,0,0,0,0,0,0,0,1.033704672,NO
0,0,0,0,0,0,0,0,0,0,1.024727076,NO
0,0,0,0,0,0,0,0,0,0,1.018623904,NO
0,0,0,0,0,0,0,0,0,0,1.013623957,NO
0,0,0,0,0,0,0,0,0,0,1.001489418,NO
0,0,0,0,0,0,0,0,0,0,0.985076052,NO
0,0,0,0,0,0,0,0,0,0,0.955911373,NO
0,0,0,0,0,0,0,0,0,0,0.920972096,NO
0,0,0,0,0,0,0,0,0,0,0.884008638,NO
0,0,0,0,0,0,0,0,0,0,0.837573676,NO
0,0,0,0,0,0,0,0,0,0,0.788379184,NO
0,0,0,0,0,0,0,0,0,0,0.730034785,NO
0,0,0,0,0,0,0,0,0,0,0.66267194,NO
0,0,0,0,0,0,0,0,0,0,0.584821627,NO
0,0,0,0,0,0,0,0,0,0,0.504270309,NO
0,0,0,0,0,0,0,0,0,0,0.416430629,NO
0,0,0,0,0,0,0,0,0,0,0.307542888,NO
0,0,0,0,0,0,0,0,0,0,0.289117027,NO
0,0,0,0,0,0,0,0,0,0,0.25908989,NO
0,0,0,0,0,0,0,0,0,0,0.250148655,NO
0,0,0,0,0,0,0,0,0,0,0.236125273,NO
0,0,0,0,0,0,0,0,0,0,0.22080867,NO
0,0,0,0,0,0,0,0,0,0,0.205661488,NO
0,0,0,0,0,0,0,0,0,0,0.2250945,NO
0,0,0,0,0,0,0,0,0,0,0.243598452,NO
0,0,0,0,0,0,0,0,0,0,0.262569307,NO
0,0,0,0,0,0,0,0,0,0,0.280080958,NO
0,0,0,0,0,0,0,0,0,0,0.3011154,NO
0,0,0,0,0,0,0,0,0,0,0.3174255,NO
0,0,0,0,0,0,0,0,0,0,0.319129951,NO
0,0,0,0,0,0,0,0,0,0,0.313392207,NO
0,0,0,0,0,0,0,0,0,0,0.303621902,NO
0,0,0,0,0,0,0,0,0,0,0.299694744,NO
0,0,0,0,0,0,0,0,0,0,0.295193426,NO
0,0,0,0,0,0,0,0,0,0,0.2826286,NO
0,0,0,0,0,0,0,0,0,0,0.272409807,NO
0,0,0,0,0,0,0,0,0,0,0.26563076,NO
0,0,0,0,0,0,0,0,0,0,0.261897856,NO
0,0,0,0,0,0,0,0,0,0,0.260402425,NO
0,0,0,0,0,0,0,0,0,0,0.260062134,NO
0,0,0,0,0,0,0,0,0,0,0.270884814,NO
0,0,0,0,0,0,0,0,0,0,0.300169659,NO
0,0,0,0,0,0,0,0,0,0,0.319206944,NO
0,0,0,0,0,0,0,0,0,0,0.326276566,NO
0,0,0,0,0,0,0,0,0,0,0.335937949,NO
0,0,0,0,0,0,0,0,0,0,0.354540422,NO
0,0,0,0,0,0,0,0,0,0,0.377650035,NO
0,0,0,0,0,0,0,0,0,0,0.411049034,NO
0,0,0,0,0,0,0,0,0,0,0.456608904,NO
0,0,0,0,0,0,0,0,0,0,0.487431079,NO
0,0,0,0,0,0,0,0,0,0,0.50770083,NO
0,0,0,0,0,0,0,0,0,0,0.536871397,NO
0,0,0,0,0,0,0,0,0,0,0.56512858,NO
0,0,0,0,0,0,0,0,0,0,0.633638163,NO
0,0,0,0,0,0,0,0,0,0,0.709824621,NO
0,0,0,0,0,0,0,0,0,0,0.827659292,NO
0,0,0,0,0,0,0,0,0,0,0.937467472,NO
0,0,0,0,0,0,0,0,0,0,1.027228893,NO
0,0,0,0,0,0,0,0,0,0,1.103017508,NO
0,0,0,0,0,0,0,0,0,0,1.162961791,NO
0,0,0,0,0,0,0,0,0,0,1.216858814,NO
0,0,0,0,0,0,0,0,0,0,1.263256881,NO
0,0,0,0,0,0,0,0,0,0,1.298032626,NO
0,0,0,0,0,0,0,0,0,0,1.322314962,NO
0,0,0,0,0,0,0,0,0,0,1.329443074,NO
0,0,0,0,0,0,0,0,0,0,1.323739865,NO
0,0,0,0,0,0,0,0,0,0,1.307533475,NO
0,0,0,0,0,0,0,0,0,0,1.282121374,NO
0,0,0,0,0,0,0,0,0,0,1.241415094,NO
0,0,0,0,0,0,0,0,0,0,1.249916931,NO
0,0,0,0,0,0,0,0,0,0,1.270202479,NO
0,0,0,0,0,0,0,0,0,0,1.286258543,NO
0,0,0,0,0,0,0,0,0,0,1.289882881,NO
0,0,0,0,0,0,0,0,0,0,1.271321333,NO
0,0,0,0,0,0,0,0,0,0,1.23156465,NO
0,0,0,0,0,0,0,0,0,0,1.182941232,NO
0,0,0,0,0,0,0,0,0,0,1.130082845,NO
0,0,0,0,0,0,0,0,0,0,1.075392755,NO
0,0,0,0,0,0,0,0,0,0,1.029701671,NO
0,0,0,0,0,0,0,0,0,0,0.97105781,NO
0,0,0,0,0,0,0,0,0,0,0.898219514,NO
0,0,0,0,0,0,0,0,0,0,0.815501763,NO
0,0,0,0,0,0,0,0,0,0,0.718404743,NO
0,0,0,0,0,0,0,0,0,0,0.64203856,NO
0,0,0,0,0,0,0,0,0,0,0.576393162,NO
0,0,0,0,0,0,0,0,0,0,0.553041307,NO
0,0,0,0,0,0,0,0,0,0,0.539244958,NO
0,0,0,0,0,0,0,0,0,0,0.52245754,NO
0,0,0,0,0,0,0,0,0,0,0.50246371,NO
0,0,0,0,0,0,0,0,0,0,0.476868906,NO
0,0,0,0,0,0,0,0,0,0,0.454304976,NO
0,0,0,0,0,0,0,0,0,0,0.434409249,NO
0,0,0,0,0,0,0,0,0,0,0.410774491,NO
0,0,0,0,0,0,0,0,0,0,0.385878719,NO
0,0,0,0,0,0,0,0,0,0,0.35352863,NO
0,0,0,0,0,0,0,0,0,0,0.314551004,NO
0,0,0,0,0,0,0,0,0,0,0.272718848,NO
0,0,0,0,0,0,0,0,0,0,0.23042354,NO
0,0,0,0,0,0,0,0,0,0,0.166215949,NO
0,0,0,0,0,0,0,0,0,0,0.169280417,NO
0,0,0,0,0,0,0,0,0,0,0.170291835,NO
0,0,0,0,0,0,0,0,0,0,0.171856835,NO
0,0,0,0,0,0,0,0,0,0,0.171075389,NO
0,0,0,0,0,0,0,0,0,0,0.173816835,NO
0,0,0,0,0,0,0,0,0,0,0.158324318,NO
0,0,0,0,0,0,0,0,0,0,0.144060165,NO
0,0,0,0,0,0,0,0,0,0,0.137036679,NO
0,0,0,0,0,0,0,0,0,0,0.136584214,NO
0,0,0,0,0,0,0,0,0,0,0.140586654,NO
0,0,0,0,0,0,0,0,0,0,0.147684497,NO
0,0,0,0,0,0,0,0,0,0,0.158087232,NO
0,0,0,0,0,0,0,0,0,0,0.169938375,NO
0,0,0,0,0,0,0,0,0,0,0.176504711,NO
0,0,0,0,0,0,0,0,0,0,0.194982433,NO
0,0,0,0,0,0,0,0,0,0,0.221592114,NO
0,0,0,0,0,0,0,0,0,0,0.252253747,NO
0,0,0,0,0,0,0,0,0,0,0.284783468,NO
0,0,0,0,0,0,0,0,0,0,0.317803194,NO
0,0,0,0,0,0,0,0,0,0,0.351659854,NO
0,0,0,0,0,0,0,0,0,0,0.394216758,NO
0,0,0,0,0,0,0,0,0,0,0.435495008,NO
0,0,0,0,0,0,0,0,0,0,0.461355206,NO
0,0,0,0,0,0,0,0,0,0,0.480695855,NO
0,0,0,0,0,0,0,0,0,0,0.497069379,NO
0,0,0,0,0,0,0,0,0,0,0.521885184,NO
0,0,0,0,0,0,0,0,0,0,0.545605925,NO
0,0,0,0,0,0,0,0,0,0,0.567620207,NO
0,0,0,0,0,0,0,0,0,0,0.58330908,NO
0,0,0,0,0,0,0,0,0,0,0.600809957,NO
0,0,0,0,0,0,0,0,0,0,0.593912691,NO
0,0,0,0,0,0,0,0,0,0,0.5927984,NO
0,0,0,0,0,0,0,0,0,0,0.593856729,NO
0,0,0,0,0,0,0,0,0,0,0.597004717,NO
0,0,0,0,0,0,0,0,0,0,0.594903247,NO
0,0,0,0,0,0,0,0,0,0,0.580797207,NO
0,0,0,0,0,0,0,0,0,0,0.571917417,NO
0,0,0,0,0,0,0,0,0,0,0.560669263,NO
0,0,0,0,0,0,0,0,0,0,0.550569835,NO
0,0,0,0,0,0,0,0,0,0,0.543113141,NO
0,0,0,0,0,0,0,0,0,0,0.536602679,NO
0,0,0,0,0,0,0,0,0,0,0.532470931,NO
0,0,0,0,0,0,0,0,0,0,0.529386504,NO
0,0,0,0,0,0,0,0,0,0,0.528711048,NO
0,0,0,0,0,0,0,0,0,0,0.528907483,NO
0,0,0,0,0,0,0,0,0,0,0.529483089,NO
0,0,0,0,0,0,0,0,0,0,0.532302734,NO
0,0,0,0,0,0,0,0,0,0,0.535011473,NO
0,0,0,0,0,0,0,0,0,0,0.539757843,NO
0,0,0,0,0,0,0,0,0,0,0.546826373,NO
0,0,0,0,0,0,0,0,0,0,0.580970008,NO
0,0,0,0,0,0,0,0,0,0,0.623964439,NO
0,0,0,0,0,0,0,0,0,0,0.678388204,NO
0,0,0,0,0,0,0,0,0,0,0.749907028,NO
0,0,0,0,0,0,0,0,0,0,0.796926085,NO
0,0,0,0,0,0,0,0,0,0,0.831876294,NO
0,0,0,0,0,0,0,0,0,0,0.863000234,NO
0,0,0,0,0,0,0,0,0,0,0.896232924,NO
0,0,0,0,0,0,0,0,0,0,0.934532882,NO
0,0,0,0,0,0,0,0,0,0,0.984196568,NO
0,0,0,0,0,0,0,0,0,0,1.006201272,NO
0,0,0,0,0,0,0,0,0,0,1.010933222,NO
0,0,0,0,0,0,0,0,0,0,1.00116483,NO
0,0,0,0,0,0,0,0,0,0,2.370532676,NO
0,0,0,0,0,0,0,0,0,0,3.130571083,NO
0,0,0,0,0,0,0,0,0,0,3.690187745,NO
0,0,0,0,0,0,0,0,0,0,4.108102561,NO
0,0,0,0,0,0,0,0,0,0,4.443182581,NO
0,0,0,0,0,0,0,0,0,0,4.718923071,NO
0,0,0,0,0,0,0,0,0,0,4.944330435,NO
0,0,0,0,0,0,0,0,0,0,5.12305657,NO
0,0,0,0,0,0,0,0,0,0,5.264537938,NO
0,0,0,0,0,0,0,0,0,0,5.367140418,NO
0,0,0,0,0,0,0,0,0,0,5.438110269,NO
0,0,0,0,0,0,0,0,0,0,5.482753898,NO
0,0,0,0,0,0,0,0,0,0,5.492446973,NO
0,0,0,0,0,0,0,0,0,0,5.471572481,NO
0,0,0,0,0,0,0,0,0,0,5.41999781,NO
0,0,0,0,0,0,0,0,0,0,5.346134731,NO
0,0,0,0,0,0,0,0,0,0,5.246103602,NO
0,0,0,0,0,0,0,0,0,0,5.144928883,NO
